88,8,Богатырев Владислав,Фролов Андрей,2:3,3,2
88,51,Богатырев Владислав,Михалицин Вячелав,3:0,3,9
8,51,Фролов Андрей,Михалицин Вячелав,3:0,2,9
88,33,Богатырев Владислав,Накани Иракли,3:0,3,11
8,33,Фролов Андрей,Накани Иракли,3:0,2,11
51,33,Михалицин Вячелав,Накани Иракли,3:1,9,11
125,1,Матвеев Василий,Тарасевич Сергей,3:2,1,5
125,136,Матвеев Василий,Кузьмин Игорь,3:1,1,13
1,136,Тарасевич Сергей,Кузьмин Игорь,3:2,5,13
125,143,Матвеев Василий,Саркисян Вартан,3:0,1,12
1,143,Тарасевич Сергей,Саркисян Вартан,3:0,5,12
136,143,Кузьмин Игорь,Саркисян Вартан,3:0,13,12
40,25,Зисман Михаил,Бондаренко Евгений,3:0,6,7
40,137,Зисман Михаил,Горбадей Михаил,3:0,6,8
25,137,Бондаренко Евгений,Горбадей Михаил,0:3,7,8
40,24,Зисман Михаил,Бородин Дмитрий,3:0,6,14
25,24,Бондаренко Евгений,Бородин Дмитрий,3:0,7,14
137,24,Горбадей Михаил,Бородин Дмитрий,3:0,8,14
6,121,Полоз Андрей,Любинец Александр,1:3,10,4
6,53,Полоз Андрей,Прокофьев Степан,3:2,10,15
121,53,Любинец Александр,Прокофьев Степан,3:1,4,15
8,143,Фролов Андрей,Саркисян Вартан,3:0,2,12
6,24,Полоз Андрей,Бородин Дмитрий,3:0,10,14
1,51,Тарасевич Сергей,Михалицин Вячелав,3:2,5,9
125,33,Матвеев Василий,Накани Иракли,3:0,1,11
137,53,Горбадей Михаил,Прокофьев Степан,3:1,8,15
88,136,Богатырев Владислав,Кузьмин Игорь,3:0,3,13
121,25,Любинец Александр,Бондаренко Евгений,3:0,4,7
8,6,Фролов Андрей,Полоз Андрей,3:2,2,10
1,40,Тарасевич Сергей,Зисман Михаил,3:2,5,6
125,137,Матвеев Василий,Горбадей Михаил,3:0,1,8
88,121,Богатырев Владислав,Любинец Александр,3:0,3,4
8,1,Фролов Андрей,Тарасевич Сергей,3:1,2,5
125,88,Матвеев Василий,Богатырев Владислав,3:1,1,3
8,125,Фролов Андрей,Матвеев Василий,2:3,2,1
24,143,Бородин Дмитрий,Саркисян Вартан,0:3,14,12
33,53,Накани Иракли,Прокофьев Степан,3:2,11,15
136,25,Кузьмин Игорь,Бондаренко Евгений,2:3,13,7
143,121,Саркисян Вартан,Любинец Александр,0:3,12,4
137,51,Горбадей Михаил,Михалицин Вячелав,3:0,8,9
33,40,Накани Иракли,Зисман Михаил,0:3,11,6
25,6,Бондаренко Евгений,Полоз Андрей,3:1,7,10
137,121,Горбадей Михаил,Любинец Александр,0:3,8,4
25,40,Бондаренко Евгений,Зисман Михаил,0:3,7,6
121,1,Любинец Александр,Тарасевич Сергей,3:2,4,5
88,40,Богатырев Владислав,Зисман Михаил,3:1,3,6
121,88,Любинец Александр,Богатырев Владислав,1:3,4,3
136,53,Кузьмин Игорь,Прокофьев Степан,3:0,13,15
24,136,Бородин Дмитрий,Кузьмин Игорь,1:3,14,13
51,143,Михалицин Вячелав,Саркисян Вартан,3:1,9,12
6,33,Полоз Андрей,Накани Иракли,3:2,10,11
51,6,Михалицин Вячелав,Полоз Андрей,3:2,9,10
143,33,Саркисян Вартан,Накани Иракли,0:3,12,11
1,40,Тарасевич Сергей,Зисман Михаил,3:1,5,6
137,25,Горбадей Михаил,Бондаренко Евгений,2:3,8,7
