13,72,Трус Василий,Лазебник Адам,3:0,1,8
13,74,Трус Василий,Каминский Даниил,3:0,1,22
72,74,Лазебник Адам,Каминский Даниил,3:0,8,22
105,11,Дегтярёв Илья,Голь Артемий,3:0,3,21
105,78,Дегтярёв Илья,Аккерер Алекс,3:1,3,17
11,78,Голь Артемий,Аккерер Алекс,2:3,21,17
88,57,Богатырев Владислав,Duchnowski Tomasz,3:0,5,16
88,93,Богатырев Владислав,Котенокова Татьяна,3:0,5,23
57,93,Duchnowski Tomasz,Котенокова Татьяна,3:0,16,23
6,89,Полоз Андрей,Решетина Настя,3:1,4,6
6,24,Полоз Андрей,Бородин Дмитрий,3:0,4,19
89,24,Решетина Настя,Бородин Дмитрий,3:0,6,19
83,12,Клюев Артем,Веселов Василий,3:0,9,13
83,103,Клюев Артем,Жиров Александр,3:0,9,18
12,103,Веселов Василий,Жиров Александр,3:0,13,18
17,102,Жвания Гела,Киселев Евгений,1:3,12,2
17,53,Жвания Гела,Прокофьев Степан,3:0,12,14
102,53,Киселев Евгений,Прокофьев Степан,3:0,2,14
1,27,Тарасевич Сергей,Киселёв Егор,3:1,7,15
1,104,Тарасевич Сергей,Белова Наталья,3:2,7,11
27,104,Киселёв Егор,Белова Наталья,1:3,15,11
50,76,Шишея Сергей,Каминский Дмитрий,3:0,10,20
89,93,Решетина Настя,Котенокова Татьяна,3:0,6,23
76,27,Каминский Дмитрий,Киселёв Егор,0:3,20,15
78,74,Аккерер Алекс,Каминский Даниил,3:0,17,22
17,103,Жвания Гела,Жиров Александр,3:0,12,18
72,11,Лазебник Адам,Голь Артемий,3:0,8,21
12,53,Веселов Василий,Прокофьев Степан,3:0,13,14
57,24,Duchnowski Tomasz,Бородин Дмитрий,3:0,16,19
13,89,Трус Василий,Решетина Настя,3:0,1,6
83,27,Клюев Артем,Киселёв Егор,3:0,9,15
88,78,Богатырев Владислав,Аккерер Алекс,3:0,5,17
1,17,Тарасевич Сергей,Жвания Гела,3:0,7,12
6,72,Полоз Андрей,Лазебник Адам,3:1,4,8
50,12,Шишея Сергей,Веселов Василий,3:2,10,13
105,57,Дегтярёв Илья,Duchnowski Tomasz,3:0,3,16
102,104,Киселев Евгений,Белова Наталья,3:1,2,11
13,83,Трус Василий,Клюев Артем,3:0,1,9
88,1,Богатырев Владислав,Тарасевич Сергей,3:0,5,7
6,50,Полоз Андрей,Шишея Сергей,3:0,4,10
105,102,Дегтярёв Илья,Киселев Евгений,2:3,3,2
13,88,Трус Василий,Богатырев Владислав,3:0,1,5
6,102,Полоз Андрей,Киселев Евгений,1:3,4,2
13,102,Трус Василий,Киселев Евгений,3:1,1,2
93,104,Котенокова Татьяна,Белова Наталья,0:3,23,11
76,57,Каминский Дмитрий,Duchnowski Tomasz,1:3,20,16
74,12,Каминский Даниил,Веселов Василий,0:3,22,13
103,72,Жиров Александр,Лазебник Адам,1:3,18,8
11,17,Голь Артемий,Жвания Гела,0:3,21,12
53,78,Прокофьев Степан,Аккерер Алекс,3:1,14,17
24,27,Бородин Дмитрий,Киселёв Егор,1:3,19,15
57,104,Duchnowski Tomasz,Белова Наталья,0:3,16,11
72,12,Лазебник Адам,Веселов Василий,3:2,8,13
17,53,Жвания Гела,Прокофьев Степан,3:1,12,14
89,27,Решетина Настя,Киселёв Егор,3:1,6,15
105,104,Дегтярёв Илья,Белова Наталья,3:0,3,11
50,72,Шишея Сергей,Лазебник Адам,1:3,10,8
1,17,Тарасевич Сергей,Жвания Гела,3:0,7,12
83,89,Клюев Артем,Решетина Настя,1:3,9,6
72,105,Лазебник Адам,Дегтярёв Илья,1:3,8,3
1,89,Тарасевич Сергей,Решетина Настя,2:3,7,6
88,105,Богатырев Владислав,Дегтярёв Илья,0:3,5,3
6,89,Полоз Андрей,Решетина Настя,3:2,4,6
105,6,Дегтярёв Илья,Полоз Андрей,3:2,3,4
12,57,Веселов Василий,Duchnowski Tomasz,3:0,13,16
53,27,Прокофьев Степан,Киселёв Егор,3:1,14,15
12,53,Веселов Василий,Прокофьев Степан,3:1,13,14
57,27,Duchnowski Tomasz,Киселёв Егор,1:3,16,15
50,104,Шишея Сергей,Белова Наталья,3:2,10,11
88,89,Богатырев Владислав,Решетина Настя,3:0,5,6
72,1,Лазебник Адам,Тарасевич Сергей,0:3,8,7
83,50,Клюев Артем,Шишея Сергей,3:0,9,10
103,74,Жиров Александр,Каминский Даниил,3:2,18,22
11,78,Голь Артемий,Аккерер Алекс,1:3,21,17
103,76,Жиров Александр,Каминский Дмитрий,3:1,18,20
78,24,Аккерер Алекс,Бородин Дмитрий,3:1,17,19
103,78,Жиров Александр,Аккерер Алекс,0:3,18,17
24,76,Бородин Дмитрий,Каминский Дмитрий,3:0,19,20
11,74,Голь Артемий,Каминский Даниил,3:0,21,22
