108,69,Иванов Сергей,Наседкин Яков,3:0,1,7
108,141,Иванов Сергей,Зимогляд Олег,3:0,1,12
69,141,Наседкин Яков,Зимогляд Олег,3:0,7,12
108,57,Иванов Сергей,Duchnowski Tomasz,3:0,1,10
69,57,Наседкин Яков,Duchnowski Tomasz,3:1,7,10
141,57,Зимогляд Олег,Duchnowski Tomasz,0:3,12,10
125,140,Матвеев Василий,Воробьев Михаил,3:0,2,9
125,51,Матвеев Василий,Михалицин Вячелав,3:0,2,8
140,51,Воробьев Михаил,Михалицин Вячелав,0:3,9,8
125,119,Матвеев Василий,Еремян Арсен,3:0,2,11
140,119,Воробьев Михаил,Еремян Арсен,3:0,9,11
51,119,Михалицин Вячелав,Еремян Арсен,3:2,8,11
1,127,Тарасевич Сергей,Мельников Павел,3:0,3,6
1,139,Тарасевич Сергей,Любов Денис,3:0,3,13
127,139,Мельников Павел,Любов Денис,3:2,6,13
136,72,Кузьмин Игорь,Лазебник Адам,1:3,5,4
136,24,Кузьмин Игорь,Бородин Дмитрий,3:0,5,14
72,24,Лазебник Адам,Бородин Дмитрий,3:0,4,14
108,119,Иванов Сергей,Еремян Арсен,3:0,1,11
136,139,Кузьмин Игорь,Любов Денис,3:0,5,13
51,57,Михалицин Вячелав,Duchnowski Tomasz,3:1,8,10
125,141,Матвеев Василий,Зимогляд Олег,3:1,2,12
127,24,Мельников Павел,Бородин Дмитрий,3:0,6,14
69,140,Наседкин Яков,Воробьев Михаил,3:0,7,9
108,136,Иванов Сергей,Кузьмин Игорь,3:0,1,5
51,1,Михалицин Вячелав,Тарасевич Сергей,1:3,8,3
125,127,Матвеев Василий,Мельников Павел,3:0,2,6
69,72,Наседкин Яков,Лазебник Адам,0:3,7,4
108,1,Иванов Сергей,Тарасевич Сергей,3:0,1,3
125,72,Матвеев Василий,Лазебник Адам,3:1,2,4
108,125,Иванов Сергей,Матвеев Василий,3:0,1,2
139,119,Любов Денис,Еремян Арсен,2:3,13,11
24,141,Бородин Дмитрий,Зимогляд Олег,0:3,14,12
69,119,Наседкин Яков,Еремян Арсен,3:1,7,11
57,127,Duchnowski Tomasz,Мельников Павел,1:3,10,6
141,51,Зимогляд Олег,Михалицин Вячелав,1:3,12,8
140,136,Воробьев Михаил,Кузьмин Игорь,0:3,9,5
127,69,Мельников Павел,Наседкин Яков,3:0,6,7
136,51,Кузьмин Игорь,Михалицин Вячелав,3:2,5,8
1,127,Тарасевич Сергей,Мельников Павел,3:0,3,6
72,136,Лазебник Адам,Кузьмин Игорь,3:1,4,5
72,1,Лазебник Адам,Тарасевич Сергей,0:3,4,3
24,139,Бородин Дмитрий,Любов Денис,0:3,14,13
57,119,Duchnowski Tomasz,Еремян Арсен,3:0,10,11
140,141,Воробьев Михаил,Зимогляд Олег,3:2,9,12
140,57,Воробьев Михаил,Duchnowski Tomasz,3:2,9,10
136,127,Кузьмин Игорь,Мельников Павел,3:2,5,6
51,69,Михалицин Вячелав,Наседкин Яков,0:3,8,7
