95,24,Пименов Дмитрий,Бородин Дмитрий,3:0,1,21
95,94,Пименов Дмитрий,Шигаров Михаил,3:0,1,20
24,94,Бородин Дмитрий,Шигаров Михаил,3:0,21,20
88,87,Богатырев Владислав,Погарский Владимир,3:0,3,13
88,91,Богатырев Владислав,Данелия Гиорги,0:3,3,2
87,91,Погарский Владимир,Данелия Гиорги,0:3,13,2
17,57,Жвания Гела,Duchnowski Tomasz,3:0,8,12
17,11,Жвания Гела,Голь Артемий,3:0,8,15
57,11,Duchnowski Tomasz,Голь Артемий,3:1,12,15
73,74,Бежанов Костя,Каминский Даниил,3:0,10,19
1,83,Тарасевич Сергей,Клюев Артем,3:2,4,7
1,93,Тарасевич Сергей,Котенокова Татьяна,3:0,4,22
83,93,Клюев Артем,Котенокова Татьяна,3:0,7,22
92,46,Гегешидзе Роман,Дзюба Петр,3:0,5,18
92,78,Гегешидзе Роман,Аккерер Алекс,3:1,5,14
46,78,Дзюба Петр,Аккерер Алекс,1:3,18,14
12,53,Веселов Василий,Прокофьев Степан,3:1,11,17
12,33,Веселов Василий,Накани Иракли,3:1,11,24
53,33,Прокофьев Степан,Накани Иракли,3:0,17,24
89,25,Решетина Настя,Бондаренко Евгений,3:1,6,9
89,76,Решетина Настя,Каминский Дмитрий,3:1,6,16
25,76,Бондаренко Евгений,Каминский Дмитрий,3:0,9,16
25,33,Бондаренко Евгений,Накани Иракли,3:1,9,24
88,94,Богатырев Владислав,Шигаров Михаил,3:0,3,20
78,93,Аккерер Алекс,Котенокова Татьяна,3:0,14,22
24,87,Бородин Дмитрий,Погарский Владимир,0:3,21,13
83,46,Клюев Артем,Дзюба Петр,3:0,7,18
57,74,Duchnowski Tomasz,Каминский Даниил,3:0,12,19
53,76,Прокофьев Степан,Каминский Дмитрий,3:1,17,16
1,25,Тарасевич Сергей,Бондаренко Евгений,3:0,4,9
17,88,Жвания Гела,Богатырев Владислав,0:3,8,3
12,78,Веселов Василий,Аккерер Алекс,3:2,11,14
73,87,Бежанов Костя,Погарский Владимир,3:0,10,13
89,83,Решетина Настя,Клюев Артем,3:2,6,7
91,57,Данелия Гиорги,Duchnowski Tomasz,3:0,2,12
92,53,Гегешидзе Роман,Прокофьев Степан,3:0,5,17
95,1,Пименов Дмитрий,Тарасевич Сергей,3:0,1,4
88,12,Богатырев Владислав,Веселов Василий,3:0,3,11
73,89,Бежанов Костя,Решетина Настя,1:3,10,6
91,92,Данелия Гиорги,Гегешидзе Роман,3:0,2,5
95,88,Пименов Дмитрий,Богатырев Владислав,3:1,1,3
89,91,Решетина Настя,Данелия Гиорги,0:3,6,2
95,91,Пименов Дмитрий,Данелия Гиорги,3:2,1,2
11,53,Голь Артемий,Прокофьев Степан,3:1,15,17
33,57,Накани Иракли,Duchnowski Tomasz,0:3,24,12
94,83,Шигаров Михаил,Клюев Артем,0:3,20,7
93,87,Котенокова Татьяна,Погарский Владимир,0:3,22,13
24,78,Бородин Дмитрий,Аккерер Алекс,2:3,21,14
46,17,Дзюба Петр,Жвания Гела,0:3,18,8
74,25,Каминский Даниил,Бондаренко Евгений,0:3,19,9
11,57,Голь Артемий,Duchnowski Tomasz,1:3,15,12
87,83,Погарский Владимир,Клюев Артем,1:3,13,7
17,78,Жвания Гела,Аккерер Алекс,3:1,8,14
76,25,Каминский Дмитрий,Бондаренко Евгений,0:3,16,9
92,57,Гегешидзе Роман,Duchnowski Tomasz,3:0,5,12
73,83,Бежанов Костя,Клюев Артем,1:3,10,7
12,17,Веселов Василий,Жвания Гела,0:3,11,8
1,25,Тарасевич Сергей,Бондаренко Евгений,3:0,4,9
83,92,Клюев Артем,Гегешидзе Роман,0:3,7,5
1,17,Тарасевич Сергей,Жвания Гела,3:1,4,8
88,92,Богатырев Владислав,Гегешидзе Роман,3:0,3,5
89,1,Решетина Настя,Тарасевич Сергей,1:3,6,4
1,88,Тарасевич Сергей,Богатырев Владислав,2:3,4,3
11,87,Голь Артемий,Погарский Владимир,0:3,15,13
76,78,Каминский Дмитрий,Аккерер Алекс,1:3,16,14
87,78,Погарский Владимир,Аккерер Алекс,3:1,13,14
11,76,Голь Артемий,Каминский Дмитрий,3:0,15,16
73,57,Бежанов Костя,Duchnowski Tomasz,3:0,10,12
25,12,Бондаренко Евгений,Веселов Василий,3:1,9,11
89,92,Решетина Настя,Гегешидзе Роман,2:3,6,5
17,83,Жвания Гела,Клюев Артем,2:3,8,7
25,73,Бондаренко Евгений,Бежанов Костя,3:2,9,10
12,57,Веселов Василий,Duchnowski Tomasz,3:1,11,12
53,33,Прокофьев Степан,Накани Иракли,3:1,17,24
93,94,Котенокова Татьяна,Шигаров Михаил,1:3,22,20
46,24,Дзюба Петр,Бородин Дмитрий,3:1,18,21
53,94,Прокофьев Степан,Шигаров Михаил,3:1,17,20
74,46,Каминский Даниил,Дзюба Петр,2:3,19,18
46,53,Дзюба Петр,Прокофьев Степан,1:3,18,17
74,94,Каминский Даниил,Шигаров Михаил,3:1,19,20
24,93,Бородин Дмитрий,Котенокова Татьяна,3:0,21,22
