24,20,Бородин Дмитрий,Киалбиев Гусейнага,0:3,17,3
24,72,Бородин Дмитрий,Лазебник Адам,1:3,17,4
20,72,Киалбиев Гусейнага,Лазебник Адам,3:0,3,4
24,143,Бородин Дмитрий,Саркисян Вартан,2:3,17,14
20,143,Киалбиев Гусейнага,Саркисян Вартан,3:0,3,14
72,143,Лазебник Адам,Саркисян Вартан,3:0,4,14
24,131,Бородин Дмитрий,Амирханов Эльнур,1:3,17,12
20,131,Киалбиев Гусейнага,Амирханов Эльнур,3:0,3,12
72,131,Лазебник Адам,Амирханов Эльнур,3:0,4,12
143,131,Саркисян Вартан,Амирханов Эльнур,0:3,14,12
88,121,Богатырев Владислав,Любинец Александр,3:1,1,7
88,148,Богатырев Владислав,Синайский Дмитрий,3:0,1,16
121,148,Любинец Александр,Синайский Дмитрий,3:0,7,16
88,146,Богатырев Владислав,Машарский Станислав,3:0,1,9
121,146,Любинец Александр,Машарский Станислав,3:0,7,9
148,146,Синайский Дмитрий,Машарский Станислав,0:3,16,9
124,83,Горбадей Никита,Клюев Артем,3:0,2,8
124,139,Горбадей Никита,Любов Денис,3:0,2,15
83,139,Клюев Артем,Любов Денис,3:0,8,15
124,137,Горбадей Никита,Горбадей Михаил,3:1,2,10
83,137,Клюев Артем,Горбадей Михаил,3:2,8,10
139,137,Любов Денис,Горбадей Михаил,0:3,15,10
1,136,Тарасевич Сергей,Кузьмин Игорь,3:0,6,13
1,147,Тарасевич Сергей,Волочаев Георгий,3:0,6,11
136,147,Кузьмин Игорь,Волочаев Георгий,0:3,13,11
1,125,Тарасевич Сергей,Матвеев Василий,3:2,6,5
136,125,Кузьмин Игорь,Матвеев Василий,2:3,13,5
147,125,Волочаев Георгий,Матвеев Василий,0:3,11,5
125,137,Матвеев Василий,Горбадей Михаил,3:0,5,10
121,131,Любинец Александр,Амирханов Эльнур,3:1,7,12
83,147,Клюев Артем,Волочаев Георгий,3:0,8,11
72,146,Лазебник Адам,Машарский Станислав,3:2,4,9
20,125,Киалбиев Гусейнага,Матвеев Василий,3:0,3,5
124,121,Горбадей Никита,Любинец Александр,3:1,2,7
88,83,Богатырев Владислав,Клюев Артем,3:1,1,8
1,72,Тарасевич Сергей,Лазебник Адам,1:3,6,4
20,124,Киалбиев Гусейнага,Горбадей Никита,2:3,3,2
88,72,Богатырев Владислав,Лазебник Адам,3:1,1,4
124,88,Горбадей Никита,Богатырев Владислав,0:3,2,1
137,1,Горбадей Михаил,Тарасевич Сергей,0:3,10,6
131,83,Амирханов Эльнур,Клюев Артем,0:3,12,8
147,121,Волочаев Георгий,Любинец Александр,2:3,11,7
125,146,Матвеев Василий,Машарский Станислав,3:0,5,9
83,1,Клюев Артем,Тарасевич Сергей,0:3,8,6
125,121,Матвеев Василий,Любинец Александр,3:1,5,7
20,1,Киалбиев Гусейнага,Тарасевич Сергей,3:0,3,6
72,125,Лазебник Адам,Матвеев Василий,3:0,4,5
72,20,Лазебник Адам,Киалбиев Гусейнага,0:3,4,3
131,137,Амирханов Эльнур,Горбадей Михаил,1:3,12,10
146,147,Машарский Станислав,Волочаев Георгий,3:1,9,11
146,137,Машарский Станислав,Горбадей Михаил,3:1,9,10
147,131,Волочаев Георгий,Амирханов Эльнур,3:2,11,12
125,1,Матвеев Василий,Тарасевич Сергей,3:1,5,6
121,83,Любинец Александр,Клюев Артем,3:1,7,8
148,24,Синайский Дмитрий,Бородин Дмитрий,3:0,16,17
136,148,Кузьмин Игорь,Синайский Дмитрий,3:0,13,16
143,139,Саркисян Вартан,Любов Денис,3:2,14,15
136,143,Кузьмин Игорь,Саркисян Вартан,3:0,13,14
24,139,Бородин Дмитрий,Любов Денис,0:3,17,15
148,139,Синайский Дмитрий,Любов Денис,0:3,16,15
